node_id,direccion_original,direccion_normalizada,RUT,Nombre cliente,Dirección cliente,Fecha de Pedido,Número de Orden,Monto Pedido,Fecha de despacho Solicitada,direccion_limpia_base,calle,numero,query_geocoding,encontrada,formatted,lat,lon,estado,calidad_match
2119,Calle Santo Domingo 8278,CALLE SANTO DOMINGO 8278,19.414.022-1,Cliente Nuevo 19414022,Calle Santo Domingo 8278 Santiago Santiago Chile,2026-12-22,ORD-CL-202612-002923,226188,2026-12-25,Calle Santo Domingo 8278,Calle Santo Domingo,8278,"Calle Santo Domingo 8278, Santiago, Chile",True,"Santo Domingo 8278, 835 0302 Quinta Normal, Chile",-33.438971360737774,-70.68787532598256,ok,buena
2119,Calle Santo Domingo 8278,CALLE SANTO DOMINGO 8278,19.414.022-1,Cliente Nuevo 19414022,"CALLE SANTO DOMINGO 8278, SANTIAGO, SANTIAGO, CHILE",2026-12-24,ORD-CL-202612-003239,97961,2026-12-26,CALLE SANTO DOMINGO 8278,Calle Santo Domingo,8278,"Calle Santo Domingo 8278, Santiago, Chile",True,"Santo Domingo 8278, 835 0302 Quinta Normal, Chile",-33.438971360737774,-70.68787532598256,ok,buena
2120,Calle Santo Domingo 8354,CALLE SANTO DOMINGO 8354,14658958-5,Cliente Nuevo 14658958,Calle Santo Domingo 8354 Estación Central Santiago Chile,2026-12-11,ORD-CL-202612-001325,51001,2026-12-15,Calle Santo Domingo 8354,Calle Santo Domingo,8354,"Calle Santo Domingo 8354, Santiago, Chile",True,"Santo Domingo 8354, 835 0302 Quinta Normal, Chile",-33.438971360737774,-70.68787532598256,ok,buena
2120,Calle Santo Domingo 8354,CALLE SANTO DOMINGO 8354,14658958 - 5,Cliente Nuevo 14658958,Calle Santo Domingo 8354 Estación Central Santiago Chile,2026-12-14,ORD-CL-202612-001771,146257,2026-12-16,Calle Santo Domingo 8354,Calle Santo Domingo,8354,"Calle Santo Domingo 8354, Santiago, Chile",True,"Santo Domingo 8354, 835 0302 Quinta Normal, Chile",-33.438971360737774,-70.68787532598256,ok,buena
2121,Calle Santo Domingo 8500,CALLE SANTO DOMINGO 8500,21805407 - 4,Cliente Nuevo 21805407,"Calle Santo Domingo 8500, Depto 2043, Puente Alto, Santiago, Chile",2026-12-13,ORD-CL-202612-001568,307199,2026-12-17,Calle Santo Domingo 8500,Calle Santo Domingo,8500,"Calle Santo Domingo 8500, Santiago, Chile",True,"Santo Domingo 8500, 835 0302 Quinta Normal, Chile",-33.438971360737774,-70.68787532598256,ok,buena
2121,Calle Santo Domingo 8500,CALLE SANTO DOMINGO 8500,21.805.407-4,Cliente Nuevo 21805407,"Calle Santo Domingo 8500, DEPTO 2043, Puente Alto, Stgo, Chile",2026-12-15,ORD-CL-202612-001945,282841,2026-12-18,Calle Santo Domingo 8500,Calle Santo Domingo,8500,"Calle Santo Domingo 8500, Santiago, Chile",True,"Santo Domingo 8500, 835 0302 Quinta Normal, Chile",-33.438971360737774,-70.68787532598256,ok,buena
2121,Calle Santo Domingo 8500,CALLE SANTO DOMINGO 8500,21.805.407 - 4,Cliente Nuevo 21805407,"Calle Santo Domingo 8500, DEPTO 2043, Puente Alto, Stgo, Chile",2026-12-25,ORD-CL-202612-003409,93940,2026-12-29,Calle Santo Domingo 8500,Calle Santo Domingo,8500,"Calle Santo Domingo 8500, Santiago, Chile",True,"Santo Domingo 8500, 835 0302 Quinta Normal, Chile",-33.438971360737774,-70.68787532598256,ok,buena
2122,Calle Santo Domingo 8933,CALLE SANTO DOMINGO 8933,13.712.089-0,Cliente Nuevo 13712089,"Calle Santo Domingo 8933, Depto 132, Maipú, Santiago",2026-12-10,ORD-CL-202612-001221,103169,2026-12-13,Calle Santo Domingo 8933,Calle Santo Domingo,8933,"Calle Santo Domingo 8933, Santiago, Chile",True,"Santo Domingo 8933, 835 0302 Quinta Normal, Chile",-33.438971360737774,-70.68787532598256,ok,buena
2123,Calle Santo Domingo 8939,CALLE SANTO DOMINGO 8939,7960942 - 0,Cliente 7960942,Calle Santo Domingo 8939 Depto 2318 Vitacura Santiago Chile,2026-12-24,ORD-CL-202612-003174,131532,2026-12-27,Calle Santo Domingo 8939,Calle Santo Domingo,8939,"Calle Santo Domingo 8939, Santiago, Chile",True,"Santo Domingo 8939, 835 0302 Quinta Normal, Chile",-33.438971360737774,-70.68787532598256,ok,buena
2123,Calle Santo Domingo 8939,CALLE SANTO DOMINGO 8939,7.960.942-0,Cliente 7960942,"Calle Santo Domingo 8939, Depto 2318, Vitacura, Santiago de Chile",2026-12-27,ORD-CL-202612-003664,129847,2026-12-30,Calle Santo Domingo 8939 Vitacura Santiago de,Calle Santo Domingo,8939,"Calle Santo Domingo 8939, Santiago, Chile",True,"Santo Domingo 8939, 835 0302 Quinta Normal, Chile",-33.438971360737774,-70.68787532598256,ok,buena
2123,Calle Santo Domingo 8939,CALLE SANTO DOMINGO 8939,7.960.942 - 0,Cliente 7960942,Calle Santo Domingo 8939 Depto 2318 Vitacura Santiago Chile,2026-12-30,ORD-CL-202612-003931,145878,2027-01-02,Calle Santo Domingo 8939,Calle Santo Domingo,8939,"Calle Santo Domingo 8939, Santiago, Chile",True,"Santo Domingo 8939, 835 0302 Quinta Normal, Chile",-33.438971360737774,-70.68787532598256,ok,buena
2124,Calle Santo Domingo 8998,CALLE SANTO DOMINGO 8998,7499857 - 0,Cliente Nuevo 7499857,Calle Santo Domingo 8998 Depto 1484 Maipú Santiago Chile,2026-12-03,ORD-CL-202612-000299,137233,2026-12-05,Calle Santo Domingo 8998,Calle Santo Domingo,8998,"Calle Santo Domingo 8998, Santiago, Chile",True,"Santo Domingo 8998, 835 0302 Quinta Normal, Chile",-33.438971360737774,-70.68787532598256,ok,buena
2124,Calle Santo Domingo 8998,CALLE SANTO DOMINGO 8998,7499857-0,Cliente Nuevo 7499857,Calle Santo Domingo 8998 Depto 1484 Maipú Santiago de Chile,2026-12-21,ORD-CL-202612-002793,294654,2026-12-25,Calle Santo Domingo 8998 Maipú Santiago de,Calle Santo Domingo,8998,"Calle Santo Domingo 8998, Santiago, Chile",True,"Santo Domingo 8998, 835 0302 Quinta Normal, Chile",-33.438971360737774,-70.68787532598256,ok,buena
2124,Calle Santo Domingo 8998,CALLE SANTO DOMINGO 8998,7499857-0,Cliente Nuevo 7499857,Calle Santo Domingo 8998 Depto 1484 Maipú Santiago Chile,2026-12-23,ORD-CL-202612-003022,195136,2026-12-25,Calle Santo Domingo 8998,Calle Santo Domingo,8998,"Calle Santo Domingo 8998, Santiago, Chile",True,"Santo Domingo 8998, 835 0302 Quinta Normal, Chile",-33.438971360737774,-70.68787532598256,ok,buena
2125,Calle Santo Domingo 9121,CALLE SANTO DOMINGO 9121,15.815.165-1,Cliente 15815165,"CALLE SANTO DOMINGO 9121, DEPTO 380, RECOLETA, SANTIAGO, CHILE",2026-12-01,ORD-CL-202612-000107,126632,2026-12-03,CALLE SANTO DOMINGO 9121,Calle Santo Domingo,9121,"Calle Santo Domingo 9121, Santiago, Chile",True,"Santo Domingo 9121, 835 0302 Quinta Normal, Chile",-33.438971360737774,-70.68787532598256,ok,buena
2125,Calle Santo Domingo 9121,CALLE SANTO DOMINGO 9121,15815165 - 1,Cliente 15815165,"CALLE SANTO DOMINGO 9121, DEPTO 380, RECOLETA, SANTIAGO, CHILE",2026-12-01,ORD-CL-202612-000169,222871,2026-12-03,CALLE SANTO DOMINGO 9121,Calle Santo Domingo,9121,"Calle Santo Domingo 9121, Santiago, Chile",True,"Santo Domingo 9121, 835 0302 Quinta Normal, Chile",-33.438971360737774,-70.68787532598256,ok,buena
2125,Calle Santo Domingo 9121,CALLE SANTO DOMINGO 9121,15815165 - 1,Cliente 15815165,"calle santo domingo 9121, depto 380, recoleta, santiago, chile",2026-12-08,ORD-CL-202612-000938,277499,2026-12-10,calle santo domingo 9121,Calle Santo Domingo,9121,"Calle Santo Domingo 9121, Santiago, Chile",True,"Santo Domingo 9121, 835 0302 Quinta Normal, Chile",-33.438971360737774,-70.68787532598256,ok,buena
2126,Calle Santo Domingo 9185,CALLE SANTO DOMINGO 9185,20921571-6,Cliente 20921571,"Calle Santo Domingo 9185, Depto 1821, La Florida, Santiago",2026-12-06,ORD-CL-202612-000669,36939,2026-12-09,Calle Santo Domingo 9185,Calle Santo Domingo,9185,"Calle Santo Domingo 9185, Santiago, Chile",True,"Santo Domingo 9185, 835 0302 Quinta Normal, Chile",-33.438971360737774,-70.68787532598256,ok,buena
2126,Calle Santo Domingo 9185,CALLE SANTO DOMINGO 9185,20.921.571-6,Cliente 20921571,Calle Santo Domingo 9185 DEPTO 1821 La Florida Stgo Chile,2026-12-25,ORD-CL-202612-003331,173012,2026-12-29,Calle Santo Domingo 9185,Calle Santo Domingo,9185,"Calle Santo Domingo 9185, Santiago, Chile",True,"Santo Domingo 9185, 835 0302 Quinta Normal, Chile",-33.438971360737774,-70.68787532598256,ok,buena
2127,Calle Santo Domingo 9221,CALLE SANTO DOMINGO 9221,15849901-9,Cliente Nuevo 15849901,CALLE SANTO DOMINGO 9221 SANTIAGO SANTIAGO CHILE,2026-12-29,ORD-CL-202612-003849,145440,2026-12-31,CALLE SANTO DOMINGO 9221,Calle Santo Domingo,9221,"Calle Santo Domingo 9221, Santiago, Chile",True,"Santo Domingo 9221, 835 0302 Quinta Normal, Chile",-33.438971360737774,-70.68787532598256,ok,buena
2128,Calle Santo Domingo 9749,CALLE SANTO DOMINGO 9749,20.589.339-7,Cliente 20589339,"Calle Santo Domingo 9749, Depto 688, Maipú, Santiago",2026-12-04,ORD-CL-202612-000437,71578,2026-12-07,Calle Santo Domingo 9749,Calle Santo Domingo,9749,"Calle Santo Domingo 9749, Santiago, Chile",True,"Santo Domingo 9749, 835 0302 Quinta Normal, Chile",-33.438971360737774,-70.68787532598256,ok,buena
2128,Calle Santo Domingo 9749,CALLE SANTO DOMINGO 9749,20.589.339 - 7,Cliente 20589339,"calle santo domingo 9749, depto 688, maipú, santiago, chile",2026-12-10,ORD-CL-202612-001213,155804,2026-12-12,calle santo domingo 9749,Calle Santo Domingo,9749,"Calle Santo Domingo 9749, Santiago, Chile",True,"Santo Domingo 9749, 835 0302 Quinta Normal, Chile",-33.438971360737774,-70.68787532598256,ok,buena
2128,Calle Santo Domingo 9749,CALLE SANTO DOMINGO 9749,20.589.339-7,Cliente 20589339,"Calle Santo Domingo 9749, Depto 688, Maipú, Santiago, Chile",2026-12-20,ORD-CL-202612-002663,131074,2026-12-23,Calle Santo Domingo 9749,Calle Santo Domingo,9749,"Calle Santo Domingo 9749, Santiago, Chile",True,"Santo Domingo 9749, 835 0302 Quinta Normal, Chile",-33.438971360737774,-70.68787532598256,ok,buena
2129,Calle Santo Domingo 9757,CALLE SANTO DOMINGO 9757,20.483.811-6,Cliente 20483811,calle santo domingo 9757 depto 1220 estación central santiago chile,2026-12-16,ORD-CL-202612-002201,133638,2026-12-18,calle santo domingo 9757,Calle Santo Domingo,9757,"Calle Santo Domingo 9757, Santiago, Chile",True,"Santo Domingo 9757, 835 0302 Quinta Normal, Chile",-33.438971360737774,-70.68787532598256,ok,buena
2130,Calle Santo Domingo 9845,CALLE SANTO DOMINGO 9845,14449066-2,Cliente 14449066,"Calle Santo Domingo 9845, Depto 1911, Lo Prado, Santiago, Chile",2026-12-06,ORD-CL-202612-000646,232563,2026-12-10,Calle Santo Domingo 9845,Calle Santo Domingo,9845,"Calle Santo Domingo 9845, Santiago, Chile",True,"Santo Domingo 9845, 835 0302 Quinta Normal, Chile",-33.438971360737774,-70.68787532598256,ok,buena
2130,Calle Santo Domingo 9845,CALLE SANTO DOMINGO 9845,14.449.066-2,Cliente 14449066,"Calle Santo Domingo 9845, Depto 1911, Lo Prado, Santiago, Chile",2026-12-11,ORD-CL-202612-001332,236051,2026-12-13,Calle Santo Domingo 9845,Calle Santo Domingo,9845,"Calle Santo Domingo 9845, Santiago, Chile",True,"Santo Domingo 9845, 835 0302 Quinta Normal, Chile",-33.438971360737774,-70.68787532598256,ok,buena
2130,Calle Santo Domingo 9845,CALLE SANTO DOMINGO 9845,14.449.066-2,Cliente 14449066,Calle Santo Domingo 9845 Depto 1911 Lo Prado Santiago Chile,2026-12-20,ORD-CL-202612-002623,273203,2026-12-22,Calle Santo Domingo 9845,Calle Santo Domingo,9845,"Calle Santo Domingo 9845, Santiago, Chile",True,"Santo Domingo 9845, 835 0302 Quinta Normal, Chile",-33.438971360737774,-70.68787532598256,ok,buena
2131,Calle Santo Domingo 9933,CALLE SANTO DOMINGO 9933,17215182-1,Cliente 17215182,Calle Santo Domingo 9933 San Miguel Santiago Chile,2026-12-19,ORD-CL-202612-002570,114081,2026-12-22,Calle Santo Domingo 9933,Calle Santo Domingo,9933,"Calle Santo Domingo 9933, Santiago, Chile",True,"Santo Domingo 9933, 835 0302 Quinta Normal, Chile",-33.438971360737774,-70.68787532598256,ok,buena
2132,Calle Teatinos 1048,CALLE TEATINOS 1048,14.192.154-3,Cliente Nuevo 14192154,Calle Teatinos 1048 Depto 1560 Quinta Normal Santiago Chile,2026-12-08,ORD-CL-202612-000892,112931,2026-12-10,Calle Teatinos 1048,Calle Teatinos,1048,"Calle Teatinos 1048, Santiago, Chile",True,"Teatinos 1048, 832 0000 Santiago, Chile",-33.436656955578805,-70.65568127045138,ok,buena
2133,Calle Teatinos 1095,CALLE TEATINOS 1095,13.730.612-4,Cliente Nuevo 13730612,"Calle Teatinos 1095, Depto 108, Puente Alto, Santiago, Chile",2026-12-11,ORD-CL-202612-001319,101317,2026-12-15,Calle Teatinos 1095,Calle Teatinos,1095,"Calle Teatinos 1095, Santiago, Chile",True,"Teatinos 1095, 832 0000 Santiago, Chile",-33.436656955578805,-70.65568127045138,ok,buena
2133,Calle Teatinos 1095,CALLE TEATINOS 1095,13730612-4,Cliente Nuevo 13730612,CALLE TEATINOS 1095 DEPTO 108 PUENTE ALTO SANTIAGO CHILE,2026-12-15,ORD-CL-202612-001914,163765,2026-12-17,CALLE TEATINOS 1095,Calle Teatinos,1095,"Calle Teatinos 1095, Santiago, Chile",True,"Teatinos 1095, 832 0000 Santiago, Chile",-33.436656955578805,-70.65568127045138,ok,buena
2133,Calle Teatinos 1095,CALLE TEATINOS 1095,13.730.612-4,Cliente Nuevo 13730612,Calle Teatinos 1095 Depto 108 Puente Alto Santiago de Chile,2026-12-23,ORD-CL-202612-003011,158049,2026-12-26,Calle Teatinos 1095 Puente Alto Santiago de,Calle Teatinos,1095,"Calle Teatinos 1095, Santiago, Chile",True,"Teatinos 1095, 832 0000 Santiago, Chile",-33.436656955578805,-70.65568127045138,ok,buena
2133,Calle Teatinos 1095,CALLE TEATINOS 1095,13730612-4,Cliente Nuevo 13730612,"Calle Teatinos 1095, Depto 108, Puente Alto, Santiago, Chile",2026-12-25,ORD-CL-202612-003342,166948,2026-12-30,Calle Teatinos 1095,Calle Teatinos,1095,"Calle Teatinos 1095, Santiago, Chile",True,"Teatinos 1095, 832 0000 Santiago, Chile",-33.436656955578805,-70.65568127045138,ok,buena
2134,Calle Teatinos 1106,CALLE TEATINOS 1106,6.643.744-0,Cliente Nuevo 6643744,"Calle Teatinos 1106, Macul, Santiago de Chile",2026-12-04,ORD-CL-202612-000463,55035,2026-12-06,Calle Teatinos 1106 Macul Santiago de,Calle Teatinos,1106,"Calle Teatinos 1106, Santiago, Chile",True,"Teatinos 1106, 832 0000 Santiago, Chile",-33.436656955578805,-70.65568127045138,ok,buena
2134,Calle Teatinos 1106,CALLE TEATINOS 1106,6643744 - 0,Cliente Nuevo 6643744,"Calle Teatinos 1106, Macul, Santiago de Chile",2026-12-20,ORD-CL-202612-002676,270129,2026-12-22,Calle Teatinos 1106 Macul Santiago de,Calle Teatinos,1106,"Calle Teatinos 1106, Santiago, Chile",True,"Teatinos 1106, 832 0000 Santiago, Chile",-33.436656955578805,-70.65568127045138,ok,buena
2134,Calle Teatinos 1106,CALLE TEATINOS 1106,6.643.744-0,Cliente Nuevo 6643744,"CALLE TEATINOS 1106, MACUL, SANTIAGO, CHILE",2026-12-23,ORD-CL-202612-003107,135969,2026-12-27,CALLE TEATINOS 1106,Calle Teatinos,1106,"Calle Teatinos 1106, Santiago, Chile",True,"Teatinos 1106, 832 0000 Santiago, Chile",-33.436656955578805,-70.65568127045138,ok,buena
2134,Calle Teatinos 1106,CALLE TEATINOS 1106,6.643.744-0,Cliente Nuevo 6643744,Calle Teatinos 1106 Macul Santiago Chile,2026-12-28,ORD-CL-202612-003805,133651,2026-12-30,Calle Teatinos 1106,Calle Teatinos,1106,"Calle Teatinos 1106, Santiago, Chile",True,"Teatinos 1106, 832 0000 Santiago, Chile",-33.436656955578805,-70.65568127045138,ok,buena
2135,Calle Teatinos 1184,CALLE TEATINOS 1184,20103614-3,Cliente Nuevo 20103614,Calle Teatinos 1184 San Miguel Santiago Chile,2026-12-19,ORD-CL-202612-002577,252087,2026-12-23,Calle Teatinos 1184,Calle Teatinos,1184,"Calle Teatinos 1184, Santiago, Chile",True,"Teatinos 1184, 832 0000 Santiago, Chile",-33.436656955578805,-70.65568127045138,ok,buena
2136,Calle Teatinos 1289,CALLE TEATINOS 1289,10.825.499-3,Cliente Nuevo 10825499,"calle teatinos 1289, independencia, santiago, chile",2026-12-01,ORD-CL-202612-000064,132830,2026-12-02,calle teatinos 1289,Calle Teatinos,1289,"Calle Teatinos 1289, Santiago, Chile",True,"Teatinos 1289, 832 0000 Santiago, Chile",-33.436656955578805,-70.65568127045138,ok,buena
2136,Calle Teatinos 1289,CALLE TEATINOS 1289,10.825.499-3,Cliente Nuevo 10825499,"Calle Teatinos 1289, Independencia, Santiago, Chile",2026-12-12,ORD-CL-202612-001504,210159,2026-12-14,Calle Teatinos 1289,Calle Teatinos,1289,"Calle Teatinos 1289, Santiago, Chile",True,"Teatinos 1289, 832 0000 Santiago, Chile",-33.436656955578805,-70.65568127045138,ok,buena
2137,Calle Teatinos 129,CALLE TEATINOS 129,18172527-8,Cliente Nuevo 18172527,"Calle Teatinos 129, Depto 1486, Vitacura, Santiago",2026-12-11,ORD-CL-202612-001290,127172,2026-12-13,Calle Teatinos 129,Calle Teatinos,129,"Calle Teatinos 129, Santiago, Chile",True,"Teatinos 129, 832 0000 Santiago, Chile",-33.4418976,-70.6547252,ok,buena
2137,Calle Teatinos 129,CALLE TEATINOS 129,18.172.527-8,Cliente Nuevo 18172527,"calle teatinos 129, depto 1486, vitacura, santiago, chile",2026-12-11,ORD-CL-202612-001389,63612,2026-12-15,calle teatinos 129,Calle Teatinos,129,"Calle Teatinos 129, Santiago, Chile",True,"Teatinos 129, 832 0000 Santiago, Chile",-33.4418976,-70.6547252,ok,buena
2137,Calle Teatinos 129,CALLE TEATINOS 129,18.172.527 - 8,Cliente Nuevo 18172527,CALLE TEATINOS 129 DEPTO 1486 VITACURA SANTIAGO CHILE,2026-12-16,ORD-CL-202612-002116,59841,2026-12-19,CALLE TEATINOS 129,Calle Teatinos,129,"Calle Teatinos 129, Santiago, Chile",True,"Teatinos 129, 832 0000 Santiago, Chile",-33.4418976,-70.6547252,ok,buena
2138,Calle Teatinos 1540,CALLE TEATINOS 1540,16.822.988 - 5,Cliente 16822988,"calle teatinos 1540, depto 2194, providencia, santiago, chile",2026-12-01,ORD-CL-202612-000068,78589,2026-12-04,calle teatinos 1540,Calle Teatinos,1540,"Calle Teatinos 1540, Santiago, Chile",True,"Teatinos 1540, 832 0000 Santiago, Chile",-33.436656955578805,-70.65568127045138,ok,buena
2138,Calle Teatinos 1540,CALLE TEATINOS 1540,16822988 - 5,Cliente 16822988,"Calle Teatinos 1540, Depto 2194, Providencia, Santiago de Chile",2026-12-05,ORD-CL-202612-000500,188879,2026-12-09,Calle Teatinos 1540 Providencia Santiago de,Calle Teatinos,1540,"Calle Teatinos 1540, Santiago, Chile",True,"Teatinos 1540, 832 0000 Santiago, Chile",-33.436656955578805,-70.65568127045138,ok,buena
2138,Calle Teatinos 1540,CALLE TEATINOS 1540,16822988 - 5,Cliente 16822988,Calle Teatinos 1540 Depto 2194 Providencia Santiago Chile,2026-12-10,ORD-CL-202612-001125,291431,2026-12-13,Calle Teatinos 1540,Calle Teatinos,1540,"Calle Teatinos 1540, Santiago, Chile",True,"Teatinos 1540, 832 0000 Santiago, Chile",-33.436656955578805,-70.65568127045138,ok,buena
2139,Calle Teatinos 1584,CALLE TEATINOS 1584,7893622 - 9,Cliente 7893622,"CALLE TEATINOS 1584, DEPTO 578, VITACURA, SANTIAGO, CHILE",2026-12-03,ORD-CL-202612-000302,66025,2026-12-06,CALLE TEATINOS 1584,Calle Teatinos,1584,"Calle Teatinos 1584, Santiago, Chile",True,"Teatinos 1584, 832 0000 Santiago, Chile",-33.436656955578805,-70.65568127045138,ok,buena
2140,Calle Teatinos 2098,CALLE TEATINOS 2098,10.563.960-1,Cliente Nuevo 10563960,Calle Teatinos 2098 DEPTO 1638 San Miguel Stgo Chile,2026-12-12,ORD-CL-202612-001466,216776,2026-12-14,Calle Teatinos 2098,Calle Teatinos,2098,"Calle Teatinos 2098, Santiago, Chile",True,"Teatinos 2098, 832 0000 Santiago, Chile",-33.436656955578805,-70.65568127045138,ok,buena
2141,Calle Teatinos 2173,CALLE TEATINOS 2173,10838437 - 5,Cliente Nuevo 10838437,Calle Teatinos 2173 Maipú Santiago Chile,2026-12-05,ORD-CL-202612-000601,104280,2026-12-07,Calle Teatinos 2173,Calle Teatinos,2173,"Calle Teatinos 2173, Santiago, Chile",True,"Teatinos 2173, 832 0000 Santiago, Chile",-33.436656955578805,-70.65568127045138,ok,buena
2141,Calle Teatinos 2173,CALLE TEATINOS 2173,10.838.437 - 5,Cliente Nuevo 10838437,"Calle Teatinos 2173, Maipú, Santiago",2026-12-11,ORD-CL-202612-001352,166565,2026-12-13,Calle Teatinos 2173,Calle Teatinos,2173,"Calle Teatinos 2173, Santiago, Chile",True,"Teatinos 2173, 832 0000 Santiago, Chile",-33.436656955578805,-70.65568127045138,ok,buena
2141,Calle Teatinos 2173,CALLE TEATINOS 2173,10.838.437-5,Cliente Nuevo 10838437,"CALLE TEATINOS 2173, MAIPÚ, SANTIAGO, CHILE",2026-12-20,ORD-CL-202612-002645,241158,2026-12-22,CALLE TEATINOS 2173,Calle Teatinos,2173,"Calle Teatinos 2173, Santiago, Chile",True,"Teatinos 2173, 832 0000 Santiago, Chile",-33.436656955578805,-70.65568127045138,ok,buena
2141,Calle Teatinos 2173,CALLE TEATINOS 2173,10.838.437-5,Cliente Nuevo 10838437,"Calle Teatinos 2173, Maipú, Santiago",2026-12-23,ORD-CL-202612-003067,181456,2026-12-28,Calle Teatinos 2173,Calle Teatinos,2173,"Calle Teatinos 2173, Santiago, Chile",True,"Teatinos 2173, 832 0000 Santiago, Chile",-33.436656955578805,-70.65568127045138,ok,buena
2141,Calle Teatinos 2173,CALLE TEATINOS 2173,10838437 - 5,Cliente Nuevo 10838437,"Calle Teatinos 2173, Maipú, Santiago",2026-12-27,ORD-CL-202612-003581,70810,2026-12-30,Calle Teatinos 2173,Calle Teatinos,2173,"Calle Teatinos 2173, Santiago, Chile",True,"Teatinos 2173, 832 0000 Santiago, Chile",-33.436656955578805,-70.65568127045138,ok,buena
2141,Calle Teatinos 2173,CALLE TEATINOS 2173,10.838.437 - 5,Cliente Nuevo 10838437,"Calle Teatinos 2173, Maipú, Santiago, Chile",2026-12-30,ORD-CL-202612-003940,85168,2027-01-03,Calle Teatinos 2173,Calle Teatinos,2173,"Calle Teatinos 2173, Santiago, Chile",True,"Teatinos 2173, 832 0000 Santiago, Chile",-33.436656955578805,-70.65568127045138,ok,buena
2142,Calle Teatinos 269,CALLE TEATINOS 269,10.331.001 - 2,Cliente Nuevo 10331001,Calle Teatinos 269 Depto 1590 Peñalolén Santiago Chile,2026-12-16,ORD-CL-202612-002064,135568,2026-12-18,Calle Teatinos 269,Calle Teatinos,269,"Calle Teatinos 269, Santiago, Chile",True,"Teatinos 269, 832 0000 Santiago, Chile",-33.440536914,-70.65493414800001,ok,buena
2142,Calle Teatinos 269,CALLE TEATINOS 269,10.331.001-2,Cliente Nuevo 10331001,"Calle Teatinos 269, Depto 1590, Peñalolén, Santiago, Chile",2026-12-19,ORD-CL-202612-002411,259501,2026-12-21,Calle Teatinos 269,Calle Teatinos,269,"Calle Teatinos 269, Santiago, Chile",True,"Teatinos 269, 832 0000 Santiago, Chile",-33.440536914,-70.65493414800001,ok,buena
2142,Calle Teatinos 269,CALLE TEATINOS 269,10.331.001-2,Cliente Nuevo 10331001,"CALLE TEATINOS 269, DEPTO 1590, PEÑALOLÉN, SANTIAGO, CHILE",2026-12-28,ORD-CL-202612-003761,264661,2026-12-31,CALLE TEATINOS 269,Calle Teatinos,269,"Calle Teatinos 269, Santiago, Chile",True,"Teatinos 269, 832 0000 Santiago, Chile",-33.440536914,-70.65493414800001,ok,buena
2143,Calle Teatinos 2836,CALLE TEATINOS 2836,20.328.495-2,Cliente 20328495,Calle Teatinos 2836 San Miguel Santiago Chile,2026-12-14,ORD-CL-202612-001821,65256,2026-12-16,Calle Teatinos 2836,Calle Teatinos,2836,"Calle Teatinos 2836, Santiago, Chile",True,"Teatinos 2836, 832 0000 Santiago, Chile",-33.436656955578805,-70.65568127045138,ok,buena
2143,Calle Teatinos 2836,CALLE TEATINOS 2836,20.328.495-2,Cliente 20328495,Calle Teatinos 2836 San Miguel Santiago de Chile,2026-12-24,ORD-CL-202612-003208,243050,2026-12-26,Calle Teatinos 2836 San Miguel Santiago de,Calle Teatinos,2836,"Calle Teatinos 2836, Santiago, Chile",True,"Teatinos 2836, 832 0000 Santiago, Chile",-33.436656955578805,-70.65568127045138,ok,buena
2144,Calle Teatinos 2846,CALLE TEATINOS 2846,5354938-9,Cliente 5354938,"Calle Teatinos 2846, Depto 2098, Peñalolén, Santiago, Chile",2026-12-23,ORD-CL-202612-003106,195652,2026-12-27,Calle Teatinos 2846,Calle Teatinos,2846,"Calle Teatinos 2846, Santiago, Chile",True,"Teatinos 2846, 832 0000 Santiago, Chile",-33.436656955578805,-70.65568127045138,ok,buena
2144,Calle Teatinos 2846,CALLE TEATINOS 2846,5.354.938-9,Cliente 5354938,Calle Teatinos 2846 Depto 2098 Peñalolén Santiago Chile,2026-12-25,ORD-CL-202612-003397,267128,2026-12-28,Calle Teatinos 2846,Calle Teatinos,2846,"Calle Teatinos 2846, Santiago, Chile",True,"Teatinos 2846, 832 0000 Santiago, Chile",-33.436656955578805,-70.65568127045138,ok,buena
2144,Calle Teatinos 2846,CALLE TEATINOS 2846,5354938 - 9,Cliente 5354938,"Calle Teatinos 2846, Depto 2098, Peñalolén, Santiago, Chile",2026-12-30,ORD-CL-202612-003973,44369,2027-01-02,Calle Teatinos 2846,Calle Teatinos,2846,"Calle Teatinos 2846, Santiago, Chile",True,"Teatinos 2846, 832 0000 Santiago, Chile",-33.436656955578805,-70.65568127045138,ok,buena
2145,Calle Teatinos 3114,CALLE TEATINOS 3114,20.538.144-4,Cliente Nuevo 20538144,Calle Teatinos 3114 Depto 153 Santiago Santiago Chile,2026-12-04,ORD-CL-202612-000410,260984,2026-12-06,Calle Teatinos 3114,Calle Teatinos,3114,"Calle Teatinos 3114, Santiago, Chile",True,"Teatinos 3114, 832 0000 Santiago, Chile",-33.436656955578805,-70.65568127045138,ok,buena
2145,Calle Teatinos 3114,CALLE TEATINOS 3114,20.538.144-4,Cliente Nuevo 20538144,Calle Teatinos 3114 Dpto 153 Santiago Santiago Chile,2026-12-28,ORD-CL-202612-003726,141106,2026-12-30,Calle Teatinos 3114,Calle Teatinos,3114,"Calle Teatinos 3114, Santiago, Chile",True,"Teatinos 3114, 832 0000 Santiago, Chile",-33.436656955578805,-70.65568127045138,ok,buena
