Número de Orden,RUT,Nombre cliente,Dirección cliente,Fecha de Pedido,Fecha de despacho Solicitada,Monto Pedido,direccion_normalizada,formatted,node_id,lat_final,lon_final,volumen_total_pedido_m3,peso_total_pedido_kg,n_lineas_detalle,estado,calidad_match,tipo,tiene_coords_finales,tiene_node_id,tiene_detalle,node_id_deposito,lat_deposito,lon_deposito,direccion_deposito
ORD-CL-202612-002942,6.899.786 - 1,Cliente 6899786,"Calle Merced 6738, Depto 1210, Lo Prado, Santiago",2026-12-22,2026-12-24,142175,Calle Merced 6738,"Merced 6738, 832 0000 Santiago, Chile",1838,-33.43731790255185,-70.64174538474282,1.287545,175.89,12,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002943,20554353-7,Cliente Nuevo 20554353,Av. Vitacura 7753 Quinta Normal Santiago Chile,2026-12-22,2026-12-24,296334,Av. Vitacura 7753,"Avenida Vitacura 7753, 764 0509 Vitacura, Chile",1166,-33.38595161627907,-70.55955878139535,1.237268,226.456,18,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002944,12154464 - 4,Cliente 12154464,Av. Recoleta 7333 Depto 1124 Maipú Santiago Chile,2026-12-22,2026-12-26,111183,Av. Recoleta 7333,"Avenida Recoleta 7333, 838 0000 Santiago, Chile",949,-33.431874,-70.647723,1.175688,209.607,17,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002945,12878863 - 4,Cliente Nuevo 12878863,Calle Monjitas 2918 Estación Central Santiago Chile,2026-12-22,2026-12-25,313992,Calle Monjitas 2918,"Monjitas 2918, 832 0000 Santiago, Chile",1862,-33.436639090107406,-70.64200400967839,0.13451,23.931,6,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002946,19.564.805 - 9,Cliente Nuevo 19564805,Av. Santa Rosa 9214 La Florida Stgo Chile,2026-12-22,2026-12-24,295360,Av. Santa Rosa 9214,"Avenida Santa Rosa 9214, 887 0068 Santiago, Chile",1011,-33.54463983700184,-70.63355890870012,0.21764,37.347,11,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002947,6.490.338-3,Cliente Nuevo 6490338,Av. Macul 8196 Santiago Santiago Chile,2026-12-22,2026-12-23,211800,Av. Macul 8196,"Avenida Macul 8196, 832 0000 Santiago, Chile",574,-33.49707804581206,-70.59790889427815,0.576354,84.636,10,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002948,15.073.105-3,Cliente Nuevo 15073105,av. la florida 8463 estación central santiago chile,2026-12-22,2026-12-23,186499,Av. La Florida 8463,"Avenida La Florida 8463, 832 0000 Santiago, Chile",422,-33.5292503,-70.5759872,1.246942,185.717,10,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002949,9.469.164 - 6,Cliente Nuevo 9469164,Av. Apoquindo 241 La Florida Santiago Chile,2026-12-22,2026-12-25,168641,Av. Apoquindo 241,"Avenida Apoquindo 241, 832 0000 Santiago, Chile",58,-33.4153693,-70.5893796,0.8825620000000001,102.968,14,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002950,17.604.610-9,Cliente Nuevo 17604610,Gran Avenida José Miguel Carrera 9698 Depto 233 Lo Prado Santiago Chile,2026-12-22,2026-12-25,292162,Gran Avenida José Miguel Carrera 9698,"Gran Avenida José Miguel Carrera 9698, 832 0000 Santiago, Chile",2252,-33.5465824,-70.6689799,0.957196,169.232,17,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002951,15.727.043-8,Cliente Nuevo 15727043,"Calle San Antonio 7767, Macul, Santiago, Chile",2026-12-22,2026-12-26,83552,Calle San Antonio 7767,"San Antonio 7767, 832 0000 Santiago, Chile",1997,-33.43487534738776,-70.64887247008978,1.0855329999999999,156.40800000000002,18,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002952,17118163 - 5,Cliente Nuevo 17118163,"Calle Teatinos 8205, San Miguel, Santiago",2026-12-22,2026-12-24,248530,Calle Teatinos 8205,"Teatinos 8205, 832 0000 Santiago, Chile",2182,-33.436656955578805,-70.65568127045138,0.227541,59.441,9,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002953,17.106.870 - 6,Cliente 17106870,Av. Recoleta 5324 Depto 1680 Providencia Santiago Chile,2026-12-22,2026-12-24,232530,Av. Recoleta 5324,"Avenida Recoleta 5324, 832 0000 Santiago, Chile",941,-33.3782334,-70.6385462,0.22047899999999998,36.245,8,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002954,22.080.557-4,Cliente 22080557,"Calle Arturo Prat 5241, Dpto 627, Estación Central, Santiago, Chile",2026-12-22,2026-12-25,75909,Calle Arturo Prat 5241,"Arturo Prat 5241, 924 0242 Cerrillos, Chile",1513,-33.498933005667624,-70.72369714998399,1.525593,232.54600000000002,25,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002955,10.461.970 - 9,Cliente 10461970,Calle Catedral 3069 Depto 1984 Ñuñoa Santiago Chile,2026-12-22,2026-12-24,110065,Calle Catedral 3069,"Catedral 3069, 832 0000 Santiago, Chile",1595,-33.439994355102044,-70.6773164489796,1.111692,180.992,14,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002956,9.727.696-0,Cliente Nuevo 9727696,Av. Pajaritos 2452 La Florida Santiago Chile,2026-12-22,2026-12-26,73700,Av. Pajaritos 2452,"Avenida Los Pajaritos 2452, 832 0000 Santiago, Chile",752,-33.504938510101006,-70.75759291919192,1.030757,119.97500000000001,4,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002957,15844395 - 1,Cliente Nuevo 15844395,"gran avenida josé miguel carrera 1569, ñuñoa, santiago, chile",2026-12-22,2026-12-25,154671,Gran Avenida José Miguel Carrera 1569,"Gran Avenida José Miguel Carrera 1569, 832 0000 Santiago, Chile",2211,-33.5257676,-70.666291,0.189275,55.544,6,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002958,16.946.426-7,Cliente 16946426,"Calle Catedral 4222, La Reina, Santiago de Chile",2026-12-22,2026-12-25,123056,Calle Catedral 4222,"Catedral 4222, 835 0302 Quinta Normal, Chile",1604,-33.440805965957445,-70.69223567234043,1.244261,163.105,15,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002959,14.807.239-6,Cliente Nuevo 14807239,Av. Santa Rosa 8489 Peñalolén Santiago Chile,2026-12-22,2026-12-24,310080,Av. Santa Rosa 8489,"Avenida Santa Rosa 8489, 887 0068 Santiago, Chile",1007,-33.538212763793105,-70.63464167068966,0.30372299999999997,52.815,6,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002960,5690235-2,Cliente Nuevo 5690235,"Calle Teatinos 7362, Quinta Normal, Santiago, Chile",2026-12-22,2026-12-23,224101,Calle Teatinos 7362,"Teatinos 7362, 832 0000 Santiago, Chile",2173,-33.436656955578805,-70.65568127045138,1.654469,216.424,19,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002961,11543676-7,Cliente Nuevo 11543676,Av. Providencia 7897 Puente Alto Santiago Chile,2026-12-22,2026-12-24,105199,Av. Providencia 7897,"Avenida Providencia 7897, 750 0000 Providencia, Chile",905,-33.43307993353561,-70.62608343748443,1.448006,205.68,14,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002962,12205892 - 8,Cliente Nuevo 12205892,"Av. Pedro de Valdivia 968, Dpto 283, Lo Prado, Santiago, Chile",2026-12-22,2026-12-26,118898,Av. Pedro de Valdivia 968,"Avenida Pedro de Valdivia 968, 750 0000 Santiago, Chile",852,-33.4321147,-70.609253,0.905416,101.22,12,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002963,15.301.216 - 5,Cliente 15301216,Av. Vicuña Mackenna 8405 Depto 205 Peñalolén Santiago de Chile,2026-12-22,2026-12-25,106566,Av. Vicuña Mackenna 8405,"Avenida Vicuña Mackenna 8405, 832 0000 Santiago, Chile",1124,-33.53269003199999,-70.59448258,2.023647,267.71999999999997,29,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002964,10.850.565 - 0,Cliente Nuevo 10850565,"Avenida Providencia 178, Depto 983, Providencia, Santiago, Chile",2026-12-22,2026-12-24,177402,Avenida Providencia 178,"Avenida Providencia 178, 752 0339 Santiago, Chile",1351,-33.4363188,-70.6313525,0.783373,122.814,8,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002965,14.985.748 - 7,Cliente Nuevo 14985748,"Calle Estado 2000, Providencia, Stgo, Chile",2026-12-22,2026-12-24,192254,Calle Estado 2000,"Estado 2000, 832 0000 Santiago, Chile",1696,-33.43949515564987,-70.64953513821996,0.180994,64.58,7,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002966,10.150.216-4,Cliente 10150216,Av. Kennedy 2183 Lo Prado Santiago Chile,2026-12-22,2026-12-24,209330,Av. Kennedy 2183,"Avenida Presidente Kennedy 2183, 750 0000 Santiago, Chile",322,-33.4073422,-70.5967554,1.325861,177.55100000000002,20,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002967,8.890.593-4,Cliente 8890593,"Av. Mapocho 1166, DEPTO 1359, Peñalolén, Stgo, Chile",2026-12-22,2026-12-25,81511,Av. Mapocho 1166,"Avenida Mapocho 1166, 850 0000 Santiago, Chile",634,-33.432762,-70.686501,0.89503,164.049,14,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002968,17416421-8,Cliente 17416421,Av. Libertador Bernardo O Higgins 8614 Puente Alto Santiago de Chile,2026-12-22,2026-12-26,68517,Av. Libertador Bernardo O Higgins 8614,"Avenida Libertador Bernardo O'Higgins 8614, 832 0000 Santiago, Chile",531,-33.448743251107814,-70.67154545028562,0.617121,139.715,18,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002969,11338808 - 7,Cliente Nuevo 11338808,"Av. Américo Vespucio 6368, Ñuñoa, Stgo, Chile",2026-12-23,2026-12-26,196514,Av. Américo Vespucio 6368,"Avenida Américo Vespucio 6368, 832 0000 Santiago, Chile",28,-33.5100601,-70.5906087,1.0537020000000001,169.543,27,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002970,22.031.223 - 7,Cliente 22031223,Calle Amunátegui 3146 Las Condes Santiago Chile,2026-12-23,2026-12-25,115527,Calle Amunátegui 3146,"Amunátegui 3146, 832 0000 Santiago, Chile",1427,-33.41625625370045,-70.66756956491413,0.386948,57.260999999999996,6,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002971,6.639.541-7,Cliente 6639541,"Calle Amunátegui 7313, Puente Alto, Santiago",2026-12-23,2026-12-26,166285,Calle Amunátegui 7313,"Amunátegui 7313, 832 0000 Santiago, Chile",1458,-33.41625625370045,-70.66756956491413,2.785866,398.598,24,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002972,8.069.807-6,Cliente Nuevo 8069807,Av. Kennedy 9507 Depto 827 Providencia Santiago Chile,2026-12-23,2026-12-25,146385,Av. Kennedy 9507,"Avenida Presidente Kennedy 9507, 763 0000 Santiago, Chile",376,-33.3874424,-70.5423148,0.184159,43.858,11,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002973,10.801.853 - 9,Cliente Nuevo 10801853,Av. Américo Vespucio 3713 La Florida Stgo Chile,2026-12-23,2026-12-27,147857,Av. Américo Vespucio 3713,"Avenida Américo Vespucio 3713, 832 0000 Santiago, Chile",14,-33.49434567826087,-70.74626123913043,3.9306109999999994,502.88800000000003,13,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002974,9.227.638-2,Cliente Nuevo 9227638,"Calle Morandé 6785, Depto 1770, Quinta Normal, Santiago, Chile",2026-12-23,2026-12-24,89704,Calle Morandé 6785,"Morandé 6785, 832 0000 Santiago, Chile",1940,-33.43452185756808,-70.65443829443069,0.510641,60.167,9,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002975,18703672 - 4,Cliente 18703672,"Calle Merced 4196, Depto 1848, Recoleta, Santiago, Chile",2026-12-23,2026-12-27,66424,Calle Merced 4196,"Merced 4196, 832 0000 Santiago, Chile",1823,-33.43731790255185,-70.64174538474282,1.237374,210.154,16,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002976,18772291 - 2,Cliente 18772291,"calle san antonio 7092, la florida, santiago, chile",2026-12-23,2026-12-26,59548,Calle San Antonio 7092,"San Antonio 7092, 832 0000 Santiago, Chile",1992,-33.43487534738776,-70.64887247008978,1.37822,200.50400000000002,9,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002977,13752238 - 8,Cliente 13752238,Calle Estado 9631 Depto 1479 Macul Santiago Chile,2026-12-23,2026-12-26,117876,Calle Estado 9631,"Estado 9631, 832 0000 Santiago, Chile",1750,-33.43949515564987,-70.64953513821996,1.343122,182.247,8,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002978,12.883.674-1,Cliente Nuevo 12883674,"Av. Irarrázaval 9906, Independencia, Santiago",2026-12-23,2026-12-27,148083,Av. Irarrázaval 9906,"Avenida Irarrázaval 9906, 832 0000 Santiago, Chile",312,-33.45211752135792,-70.62996532946244,1.308092,155.618,10,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002979,17.342.737-7,Cliente Nuevo 17342737,"Av. Las Condes 5550, Ñuñoa, Santiago, Chile",2026-12-23,2026-12-25,315017,Av. Las Condes 5550,"Avenida Las Condes 5550, 832 0000 Santiago, Chile",463,-33.38904613999576,-70.54005416426546,0.044734,10.688,1,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002980,5406344 - 2,Cliente Nuevo 5406344,"Av. Vicuña Mackenna 4060, Estación Central, Santiago, Chile",2026-12-23,2026-12-27,107303,Av. Vicuña Mackenna 4060,"Avenida Vicuña Mackenna 4060, 832 0000 Santiago, Chile",1104,-33.49099302955475,-70.61726020909137,0.646194,111.355,11,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002981,14.819.086 - 2,Cliente 14819086,"Avenida Providencia 2855, Lo Prado, Santiago, Chile",2026-12-23,2026-12-25,240005,Avenida Providencia 2855,"Avenida Providencia 2855, 750 0000 Providencia, Chile",1353,-33.43307993353561,-70.62608343748443,1.37685,205.329,26,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002982,18.748.937 - 1,Cliente 18748937,"Av. Pajaritos 737, Macul, Santiago",2026-12-23,2026-12-26,171444,Av. Pajaritos 737,"Avenida Los Pajaritos 737, 832 0000 Santiago, Chile",794,-33.5207099,-70.75737,0.808815,110.33399999999999,11,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002983,19.561.748-8,Cliente 19561748,"Gran Avenida José Miguel Carrera 5271, Puente Alto, Santiago, Chile",2026-12-23,2026-12-25,45729,Gran Avenida José Miguel Carrera 5271,"Gran Avenida José Miguel Carrera 5271, 832 0000 Santiago, Chile",2230,-33.50186886666667,-70.65454106666667,0.830307,128.31500000000003,18,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002984,7144201-2,Cliente Nuevo 7144201,"Av. Vicuña Mackenna 3988, Dpto 1809, La Reina, Santiago, Chile",2026-12-23,2026-12-26,278959,Av. Vicuña Mackenna 3988,"Avenida Vicuña Mackenna 3988, 832 0000 Santiago, Chile",1102,-33.49047388866424,-70.61744562727411,0.818217,164.897,17,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002985,13.613.198-1,Cliente 13613198,"Gran Avenida José Miguel Carrera 2252, Depto 329, Lo Prado, Santiago",2026-12-23,2026-12-25,93591,Gran Avenida José Miguel Carrera 2252,"Gran Avenida José Miguel Carrera 2252, 832 0000 Santiago, Chile",2217,-33.4809629,-70.6498363,1.598982,213.72000000000003,17,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002986,11.809.661-3,Cliente Nuevo 11809661,"Av. Américo Vespucio 5981, Depto 1142, Santiago, Santiago, Chile",2026-12-23,2026-12-25,94152,Av. Américo Vespucio 5981,"Avenida Américo Vespucio 5981, 832 0000 Santiago, Chile",26,-33.5079144,-70.5894649,0.6698780000000001,105.423,17,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002987,17.978.490-4,Cliente 17978490,"Av. Kennedy 6477, Santiago, Santiago",2026-12-23,2026-12-25,83830,Av. Kennedy 6477,"Avenida Presidente Kennedy 6477, 763 0000 Santiago, Chile",353,-33.3960541,-70.565825,1.6636739999999999,240.517,13,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002988,11.129.913-9,Cliente 11129913,Calle Arturo Prat 8549 Depto 1121 Vitacura Santiago Chile,2026-12-23,2026-12-25,289765,Calle Arturo Prat 8549,"Arturo Prat 8549, 902 0078 Pudahuel, Chile",1532,-33.442972,-70.7495962,2.774953,402.51500000000004,24,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002989,6.406.935-9,Cliente Nuevo 6406935,Calle San Diego 2159 Estación Central Santiago,2026-12-23,2026-12-26,96877,Calle San Diego 2159,"San Diego 2159, 832 0000 Santiago, Chile",2026,-33.4741766,-70.6483192,0.944302,126.951,13,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002990,16.664.462-9,Cliente 16664462,Av. Manuel Montt 2208 DEPTO 955 Recoleta Stgo Chile,2026-12-23,2026-12-26,137616,Av. Manuel Montt 2208,"Avenida Manuel Montt 2208, 832 0000 Santiago, Chile",589,-33.447713,-70.6135599,0.927644,125.774,16,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002991,20.562.021 - 8,Cliente Nuevo 20562021,Gran Avenida José Miguel Carrera 5359 Depto 918 La Reina Santiago,2026-12-23,2026-12-25,134742,Gran Avenida José Miguel Carrera 5359,"Gran Avenida José Miguel Carrera 5359, 832 0000 Santiago, Chile",2231,-33.5042666,-70.6550842,0.961079,191.202,22,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002992,21.662.568 - 4,Cliente 21662568,"av. mapocho 5583, maipú, santiago, chile",2026-12-23,2026-12-25,241836,Av. Mapocho 5583,"Avenida Mapocho 5583, 850 0000 Santiago, Chile",661,-33.432762,-70.686501,0.997841,134.60500000000002,6,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002993,14683119-6,Cliente Nuevo 14683119,Av. Departamental 820 Puente Alto Santiago Chile,2026-12-23,2026-12-25,268378,Av. Departamental 820,"Avenida Departamental 820, 832 0000 Santiago, Chile",143,-33.5052577,-70.6470646,0.174542,26.213,8,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002994,16946891-7,Cliente 16946891,Av. Pajaritos 7516 Maipú Santiago,2026-12-23,2026-12-24,173147,Av. Pajaritos 7516,"Avenida Los Pajaritos 7516, 832 0000 Santiago, Chile",795,-33.488076083068606,-70.75138480605311,3.252853,313.562,10,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002995,9.180.885-9,Cliente Nuevo 9180885,"AV. KENNEDY 6061, MAIPÚ, SANTIAGO, CHILE",2026-12-23,2026-12-25,162901,Av. Kennedy 6061,"Avenida Presidente Kennedy 6061, 763 0000 Santiago, Chile",349,-33.3977255,-70.5704555,0.310089,98.74,8,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002996,7396585 - 3,Cliente 7396585,"Avenida Departamental 2586, Macul, Santiago, Chile",2026-12-23,2026-12-25,123469,Avenida Departamental 2586,"Avenida Departamental 2586, 832 0000 Santiago, Chile",1204,-33.49639758636363,-70.67380454545456,0.196409,42.743,7,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002997,22706642 - 3,Cliente 22706642,Gran Avenida José Miguel Carrera 9888 Depto 514 Santiago Santiago Chile,2026-12-23,2026-12-24,232798,Gran Avenida José Miguel Carrera 9888,"Gran Avenida José Miguel Carrera 9888, 832 0000 Santiago, Chile",2254,-33.550352,-70.6720981,0.089234,12.306,5,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002998,13132045 - 6,Cliente 13132045,"Av. Apoquindo 1730, Recoleta, Santiago, Chile",2026-12-23,2026-12-26,211331,Av. Apoquindo 1730,"Avenida Apoquindo 1730, 832 0000 Santiago, Chile",53,-33.4154282,-70.5896684,1.30542,182.25,7,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-002999,6.765.812-7,Cliente 6765812,"Av. Américo Vespucio 609, Depto 125, Providencia, Santiago, Chile",2026-12-23,2026-12-25,100340,Av. Américo Vespucio 609,"Avenida Américo Vespucio 609, 797 0000 Santiago, Chile",27,-33.534652334408605,-70.67221010860216,5.709882,667.17,26,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
ORD-CL-202612-003000,14.089.104 - 8,Cliente Nuevo 14089104,"Av. La Florida 9439, Depto 269, Maipú, Santiago, Chile",2026-12-23,2026-12-25,277239,Av. La Florida 9439,"Avenida La Florida 9439, 824 1971 La Florida, Chile",429,-33.540017,-70.5717408,1.059726,129.506,22,ok,buena,cliente,True,True,True,0,-33.42748443128771,-70.68728138816309,"Poeta Pedro Prado 1556, Santiago, Quinta Normal, Región Metropolitana, Chile"
